nro,empresa,origen,sector,gradoAvanceRadicación,direccion,direccion2,latitude,longitude,noticias,url,meta keywords (de la pagina web),linkedin,"linkedin class=""basic-info-description""","nombre completo (<span itemprop=""name"">EMPRESA</span>) de Cuit Online",cuit,cuit online,,latitud,longitud,g_lat,g_lon,LineString,URL Google Maps,URL OSM,URL Gob,CALLE,NRO,Asignee,ExtraCol
157,ACTIVIA,Nac.,BPO,En Operación,CHICLANA 3580,CHICLANA 3580,-34.63649,-58.414379,[],,,,,,,,,-34.63649,-58.414379,-34.6364723,-58.4143888,"LINESTRING(-58.414379 -34.63649,-58.4143888 -34.6364723)","https://maps.googleapis.com/maps/api/geocode/json?address=CHICLANA 3580, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=CHICLANA 3580, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,JS,"LINESTRING (-58.401189 -34.63755, -58.4012756 -34.6376207)"
158,ADVANCED RESOURCES,Nac.,SOFTWARE,En Operación,RONDEAU 2520 OF.3,RONDEAU 2520,-34.634612,-58.398177,[],,,,,,,,,-34.634612,-58.398177,-34.6345677,-58.3982191,"LINESTRING(-58.398177 -34.634612,-58.3982191 -34.6345677)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2520, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2520, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,JS,"LINESTRING (-58.414379 -34.63649, -58.4143888 -34.6364723)"
159,SOLUCIONES INFORMATICAS INTEGRALES,Nac.,SOFTWARE,En Obra,CATULO CASTILLO 2633,CATULO CASTILLO 2633,-34.632817,-58.400732,[],,,,,,,,,-34.632817,-58.400732,-34.6327397,-58.4007492,"LINESTRING(-58.400732 -34.632817,-58.4007492 -34.6327397)","https://maps.googleapis.com/maps/api/geocode/json?address=CATULO CASTILLO 2633, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=CATULO CASTILLO 2633, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,JS,"LINESTRING (-58.398177 -34.634612, -58.3982191 -34.6345677)"
160,ITALTEL,Nac.,SOFTWARE,En Obra,PATAGONES 2937,PATAGONES 2937,-34.638074,-58.40423,[],,,,,,,,,-34.638074,-58.40423,-34.6380375,-58.4041992,"LINESTRING(-58.40423 -34.638074,-58.4041992 -34.6380375)","https://maps.googleapis.com/maps/api/geocode/json?address=PATAGONES 2937, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PATAGONES 2937, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,JS,"LINESTRING (-58.400732 -34.632817, -58.4007492 -34.6327397)"
161,CLAWI,Nac.,SOFTWARE,En Operación,COLONIA 170,COLONIA 170,-34.637821,-58.39804,[],,,,,,,,,-34.637821,-58.39804,-34.637823,-58.398128,"LINESTRING(-58.39804 -34.637821,-58.3981279999999 -34.637823)","https://maps.googleapis.com/maps/api/geocode/json?address=COLONIA 170, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=COLONIA 170, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.40423 -34.638074, -58.4041992 -34.6380375)"
162,DEDALORD,Nac.,SOFTWARE,En Operación,PEDRO CHUTRO 3135 PB A,PEDRO CHUTRO 3135,-34.642325,-58.406697,[],,,,,,,,,-34.642325,-58.406697,-34.6423478,-58.4066662,"LINESTRING(-58.406697 -34.642325,-58.4066662 -34.6423478)","https://maps.googleapis.com/maps/api/geocode/json?address=PEDRO CHUTRO 3135, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PEDRO CHUTRO 3135, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.39804 -34.637821, -58.3981279999999 -34.637823)"
163,GECSA,Nac.,SOFTWARE,En Operación,RONDEAU 2664 PISO 5B 1º.,RONDEAU 2664,-34.634976,-58.400256,[],,,,,,,,,-34.634976,-58.400256,-34.6349489,-58.4003402,"LINESTRING(-58.400256 -34.634976,-58.4003402 -34.6349489)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2664, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2664, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.406697 -34.642325, -58.4066662 -34.6423478)"
164,CANAL VIRTUAL,Nac.,SOFTWARE,En Operación,RONDEAU 2664 PISO 5B 2º.,RONDEAU 2664,-34.634976,-58.400256,[],,,,,,,,,-34.634976,-58.400256,-34.6349489,-58.4003402,"LINESTRING(-58.400256 -34.634976,-58.4003402 -34.6349489)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2664, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2664, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.400256 -34.634976, -58.4003402 -34.6349489)"
165,MICROSHENZHEN,Nac.,SOFTWARE,En Operación,RONDEAU 2664 PISO 5B 3º.,RONDEAU 2664,-34.634976,-58.400256,[],,,,,,,,,-34.634976,-58.400256,-34.6349489,-58.4003402,"LINESTRING(-58.400256 -34.634976,-58.4003402 -34.6349489)","https://maps.googleapis.com/maps/api/geocode/json?address=RONDEAU 2664, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=RONDEAU 2664, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.400256 -34.634976, -58.4003402 -34.6349489)"
166,ITBA,Nac.,EDUCACION,En Obra,LAVARDEN 389,LAVARDEN 389,-34.640852,-58.401162,"['http://www.canal-ar.com.ar/23055-El-ITBA-inauguro-una-sede-en-el-Distrito-Tecnologico-porteno.html', 'http://www.ieco.clarin.com/economia/Andy-Freire-perspectivas-Brasil-inversiones_0_1651034939.html']",,,,,,,,,-34.640852,-58.401162,-34.6414269,-58.4010874,"LINESTRING(-58.401162 -34.640852,-58.4010873999999 -34.6414269)","https://maps.googleapis.com/maps/api/geocode/json?address=LAVARDEN 389, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LAVARDEN 389, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.400256 -34.634976, -58.4003402 -34.6349489)"
167,DUX DILIGENS/TMN,Nac.,SOFTWARE,En Operación,CASEROS 3405 PISO 6.,AV. CASEROS 3405,-34.638397,-58.413379,[],,,,,,,,,-34.638397,-58.413379,-34.6384366,-58.4133676,"LINESTRING(-58.413379 -34.638397,-58.4133676 -34.6384366)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3405, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3405, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.401162 -34.640852, -58.4010873999999 -34.6414269)"
168,E-GATE,Nac.,SOFTWARE,En Operación,CASEROS 2862 PISO 1B.,AV. CASEROS 2862,-34.636776,-58.403223,[],,,,,,,,,-34.636776,-58.403223,-34.6367716,-58.403375,"LINESTRING(-58.403223 -34.636776,-58.4033749999999 -34.6367716)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2862, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2862, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.413379 -34.638397, -58.4133676 -34.6384366)"
169,THINK IT,Nac.,SOFTWARE,En Obra,CASEROS 2608 PISO 3A.,AV. CASEROS 2608,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359679,-58.3990648,"LINESTRING(-58.399064 -34.636011,-58.3990648 -34.6359679)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2608, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2608, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.403223 -34.636776, -58.4033749999999 -34.6367716)"
170,PARADIGMA CONSULTORES,Nac.,BPO,En Obra,CASEROS 2608 PISO 2A.,AV. CASEROS 2608,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359679,-58.3990648,"LINESTRING(-58.399064 -34.636011,-58.3990648 -34.6359679)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2608, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2608, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.399064 -34.636011, -58.3990648 -34.6359679)"
171,NETNIX,Nac.,BPO,En Operación,CASEROS 3405 PISO 7.,AV. CASEROS 3405,-34.638397,-58.413379,[],,,,,,,,,-34.638397,-58.413379,-34.6384366,-58.4133676,"LINESTRING(-58.413379 -34.638397,-58.4133676 -34.6384366)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3405, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3405, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.399064 -34.636011, -58.3990648 -34.6359679)"
172,VIAJO BIEN ,Nac.,BPO,En Operación,"LAVARDEN 157, PISO 2 y 3.",LAVARDEN 157,-34.638434,-58.401718,[],,,,,,,,,-34.638434,-58.401718,-34.6382785,-58.4017181,"LINESTRING(-58.401718 -34.638434,-58.4017181 -34.6382785)","https://maps.googleapis.com/maps/api/geocode/json?address=LAVARDEN 157, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LAVARDEN 157, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.413379 -34.638397, -58.4133676 -34.6384366)"
173,ASATEJ,Ext.,BPO,En Operación,"AV CASEROS 3301, PISO 5, 6, 7 y 8",AV. CASEROS 3301,-34.638097,-58.411757,[],,,,,,,,,-34.638097,-58.411757,-34.6381435,-58.4117004,"LINESTRING(-58.411757 -34.638097,-58.4117004 -34.6381435)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3301, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3301, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.401718 -34.638434, -58.4017181 -34.6382785)"
174,BEST DAY ,Ext.,e-COMMERCE,En Obra,"AV CASEROS 3301, PISO 3",AV. CASEROS 3301,-34.638097,-58.411757,[],,,,,,,,,-34.638097,-58.411757,-34.6381435,-58.4117004,"LINESTRING(-58.411757 -34.638097,-58.4117004 -34.6381435)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3301, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3301, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.411757 -34.638097, -58.4117004 -34.6381435)"
175,USAL,Nac.,EDUCACION,En Obra,ZABALETA 330/332/348,ZABALETA 330,-34.641057,-58.402778,[],,,,,,,,,-34.641057,-58.402778,-34.6407815,-58.402944,"LINESTRING(-58.402778 -34.641057,-58.4029439999999 -34.6407815)","https://maps.googleapis.com/maps/api/geocode/json?address=ZABALETA 330, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=ZABALETA 330, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.411757 -34.638097, -58.4117004 -34.6381435)"
176,VULSAI-MANGO,Nac.,SOFTWARE,En Operación,"PATAGONES 2827, PISO 3",PATAGONES 2827,-34.637695,-58.402283,[],,,,,,,,,-34.637695,-58.402283,-34.637673,-58.402214,"LINESTRING(-58.402283 -34.637695,-58.402214 -34.637673)","https://maps.googleapis.com/maps/api/geocode/json?address=PATAGONES 2827, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PATAGONES 2827, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.402778 -34.641057, -58.4029439999999 -34.6407815)"
177,OPTICOM,Nac.,SOFTWARE,En Operación,MANUEL GARCIA 233,MANUEL GARCIA 233,-34.638559,-58.396404,[],,,,,,,,,-34.638559,-58.396404,-34.6383636,-58.3964377,"LINESTRING(-58.396404 -34.638559,-58.3964377 -34.6383636)","https://maps.googleapis.com/maps/api/geocode/json?address=MANUEL GARCIA 233, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=MANUEL GARCIA 233, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.402283 -34.637695, -58.402214 -34.637673)"
178,QUALITY WORK,Nac.,SOFTWARE,En Operación,"Av. Caseros 2862, PISO 3 A",AV. CASEROS 2862,-34.636776,-58.403223,[],,,,,,,,,-34.636776,-58.403223,-34.6367716,-58.403375,"LINESTRING(-58.403223 -34.636776,-58.4033749999999 -34.6367716)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2862, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2862, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.396404 -34.638559, -58.3964377 -34.6383636)"
179,SMS,Nac.,BPO,En Obra,"Av. Caseros 2602, piso 1",AV. CASEROS 2602,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359238,-58.3988878,"LINESTRING(-58.399064 -34.636011,-58.3988878 -34.6359238)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2602, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2602, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.403223 -34.636776, -58.4033749999999 -34.6367716)"
180,CRYSTALIS/SEIDOR,Ext.,BPO,En Obra,"AV. CASEROS 2602, PISO 4,5",AV. CASEROS 2602,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359238,-58.3988878,"LINESTRING(-58.399064 -34.636011,-58.3988878 -34.6359238)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2602, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2602, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.399064 -34.636011, -58.3988878 -34.6359238)"
181,LABOR CORPORATIVA,Nac.,BPO,En Operación,"LUNA 17. PiISO  3, 4,  5",LUNA 17,-34.636532,-58.400428,[],,,,,,,,,-34.636532,-58.400428,-34.6365061,-58.4003738,"LINESTRING(-58.400428 -34.636532,-58.4003738 -34.6365061)","https://maps.googleapis.com/maps/api/geocode/json?address=LUNA 17, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LUNA 17, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.399064 -34.636011, -58.3988878 -34.6359238)"
182,AIR COMPUTERS,Nac.,HARDWARE,En obra,ANCASTE  3258,ANCASTE  3258,-34.648267,-58.407538,[],,,,,,,,,-34.648267,-58.407538,-34.6482929,-58.4071423,"LINESTRING(-58.407538 -34.648267,-58.4071423 -34.6482929)","https://maps.googleapis.com/maps/api/geocode/json?address=ANCASTE  3258, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=ANCASTE  3258, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.400428 -34.636532, -58.4003738 -34.6365061)"
183,VALIJA CHICA,Nac.,SOFTWARE,En Operación,CATULO CASTILLO  2960,CATULO CASTILLO  2960,-34.634627,-58.405197,[],,,,,,,,,-34.634627,-58.405197,-34.6346343,-58.4052147,"LINESTRING(-58.405197 -34.634627,-58.4052146999999 -34.6346343)","https://maps.googleapis.com/maps/api/geocode/json?address=CATULO CASTILLO  2960, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=CATULO CASTILLO  2960, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.407538 -34.648267, -58.4071423 -34.6482929)"
184,DELTA 3,Nac.,SOFTWARE,En Operación,"JUJUY 1875, PISO 5",JUJUY 1875,-34.632356,-58.400354,[],,,,,,,,,-34.632356,-58.400354,-34.6323198,-58.4003103,"LINESTRING(-58.400354 -34.632356,-58.4003102999999 -34.6323198)","https://maps.googleapis.com/maps/api/geocode/json?address=JUJUY 1875, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=JUJUY 1875, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.405197 -34.634627, -58.4052146999999 -34.6346343)"
185,NEURAL SOFT,Nac.,SOFTWARE,En Operación,"AV. CASEROS 3563, PISO 9",AV. CASEROS 3563,-34.638755,-58.415421,[],,,,,,,,,-34.638755,-58.415421,-34.6387744,-58.415381,"LINESTRING(-58.415421 -34.638755,-58.415381 -34.6387744)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3563, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3563, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.400354 -34.632356, -58.4003102999999 -34.6323198)"
186,WORLDSYS,Nac.,SOFTWARE,En Operación,AV. JUJUY 2073,AV. JUJUY 2073,-34.634417,-58.399532,[],,,,,,,,,-34.634417,-58.399532,-34.634497,-58.3995012,"LINESTRING(-58.399532 -34.634417,-58.3995012 -34.634497)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. JUJUY 2073, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. JUJUY 2073, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.415421 -34.638755, -58.415381 -34.6387744)"
187,RECURSOS  EN DESARROLLO ,Nac.,SOFTWARE,En Operación,"LUNA 17, PISO 1, A",LUNA 17,-34.636532,-58.400428,[],,,,,,,,,-34.636532,-58.400428,-34.6365061,-58.4003738,"LINESTRING(-58.400428 -34.636532,-58.4003738 -34.6365061)","https://maps.googleapis.com/maps/api/geocode/json?address=LUNA 17, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LUNA 17, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.399532 -34.634417, -58.3995012 -34.634497)"
188,PROVINCANJE,Nac.,SOFTWARE,En Operación,Av. Caseros 2920,AV. CASEROS 2920,-34.636928,-58.404089,[],,,,,,,,,-34.636928,-58.404089,-34.6368742,-58.4040733,"LINESTRING(-58.404089 -34.636928,-58.4040733 -34.6368742)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2920, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2920, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.400428 -34.636532, -58.4003738 -34.6365061)"
189,D-TECH,Nac.,SOFTWARE,En obra,Corrales Viejos 80,CORRALES VIEJOS 80,-34.637945,-58.404977,[],,,,,,,,,-34.637945,-58.404977,-34.6379206,-58.4050778,"LINESTRING(-58.404977 -34.637945,-58.4050778 -34.6379206)","https://maps.googleapis.com/maps/api/geocode/json?address=CORRALES VIEJOS 80, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=CORRALES VIEJOS 80, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.404089 -34.636928, -58.4040733 -34.6368742)"
190,SMS SRL,Nac.,BPO,En Obra,"Av. Caseros 2602, piso 1",AV. CASEROS 2602,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359238,-58.3988878,"LINESTRING(-58.399064 -34.636011,-58.3988878 -34.6359238)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2602, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2602, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.404977 -34.637945, -58.4050778 -34.6379206)"
191,BITOPIA,Nac.,SOFTWARE,En Operación,Patagones 2535,PATAGONES 2535,-34.636789,-58.39767,[],,,,,,,,,-34.636789,-58.39767,-34.6367253,-58.3976673,"LINESTRING(-58.39767 -34.636789,-58.3976673 -34.6367253)","https://maps.googleapis.com/maps/api/geocode/json?address=PATAGONES 2535, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PATAGONES 2535, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.399064 -34.636011, -58.3988878 -34.6359238)"
192,FUSAP,Nac.,software,En Operación,Av.Caseros 2862 3°B,AV. CASEROS 2862,-34.636776,-58.403223,[],,,,,,,,,-34.636776,-58.403223,-34.6367716,-58.403375,"LINESTRING(-58.403223 -34.636776,-58.4033749999999 -34.6367716)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2862, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2862, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,kevin,"LINESTRING (-58.39767 -34.636789, -58.3976673 -34.6367253)"
193,SOFTOFICE,Nac.,SOFTWARE,En Operación,"Luna 17, piso 6",LUNA 17,-34.636532,-58.400428,[],,,,,,,,,-34.636532,-58.400428,-34.6365061,-58.4003738,"LINESTRING(-58.400428 -34.636532,-58.4003738 -34.6365061)","https://maps.googleapis.com/maps/api/geocode/json?address=LUNA 17, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LUNA 17, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.403223 -34.636776, -58.4033749999999 -34.6367716)"
194,MISTAPEO,Nac.,SOFTWARE,En Operación,Pedro CHUTRO 3260,PEDRO CHUTRO 3260,-34.642641,-58.408293,[],,,,,,,,,-34.642641,-58.408293,-34.6428088,-58.4083286,"LINESTRING(-58.408293 -34.642641,-58.4083286 -34.6428088)","https://maps.googleapis.com/maps/api/geocode/json?address=PEDRO CHUTRO 3260, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PEDRO CHUTRO 3260, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.400428 -34.636532, -58.4003738 -34.6365061)"
195,TTS,Nac.,BPO,En Operación,"Av. Caseros 3563, PISO 3 y 4",AV. CASEROS 3563,-34.638755,-58.415421,[],,,,,,,,,-34.638755,-58.415421,-34.6387744,-58.415381,"LINESTRING(-58.415421 -34.638755,-58.415381 -34.6387744)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3563, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3563, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.408293 -34.642641, -58.4083286 -34.6428088)"
196,PLANEX ,Nac.,SOFTWARE,En Operación,Patagones 2737,PATAGONES 2737,-34.637375,-58.400777,[],,,,,,,,,-34.637375,-58.400777,-34.6373476,-58.4007834,"LINESTRING(-58.400777 -34.637375,-58.4007834 -34.6373476)","https://maps.googleapis.com/maps/api/geocode/json?address=PATAGONES 2737, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=PATAGONES 2737, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.415421 -34.638755, -58.415381 -34.6387744)"
197,SOFTING,Nac.,SOFTWARE,En Operación,"Av. Caseros 2602, PISO 1",AV. CASEROS 2602,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359238,-58.3988878,"LINESTRING(-58.399064 -34.636011,-58.3988878 -34.6359238)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2602, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2602, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.400777 -34.637375, -58.4007834 -34.6373476)"
198,IMR,Nac.,SOFTWARE,En Obra,"Av. Caseros 2602, piso 6",AV. CASEROS 2602,-34.636011,-58.399064,[],,,,,,,,,-34.636011,-58.399064,-34.6359238,-58.3988878,"LINESTRING(-58.399064 -34.636011,-58.3988878 -34.6359238)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 2602, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 2602, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.399064 -34.636011, -58.3988878 -34.6359238)"
199,CONSENSUS,Nac.,SOFTWARE,En Operación,"Av. Caseros 3301, PISO 2",AV. CASEROS 3301,-34.638097,-58.411757,[],,,,,,,,,-34.638097,-58.411757,-34.6381435,-58.4117004,"LINESTRING(-58.411757 -34.638097,-58.4117004 -34.6381435)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3301, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3301, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.399064 -34.636011, -58.3988878 -34.6359238)"
200,DOCUMENTOS ADUANEROS,Nac.,SOFTWARE,En Operación,La Rioja 2011,LA RIOJA 2011,-34.634845,-58.405875,[],,,,,,,,,-34.634845,-58.405875,-34.6349557,-58.4059878,"LINESTRING(-58.405875 -34.634845,-58.4059878 -34.6349557)","https://maps.googleapis.com/maps/api/geocode/json?address=LA RIOJA 2011, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LA RIOJA 2011, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.411757 -34.638097, -58.4117004 -34.6381435)"
201,CRONON,Nac.,SOFTWARE,En Operación,Luna 424,LUNA 424,-34.64159,-58.398121,[],,,,,,,,,-34.64159,-58.398121,-34.641628,-58.3980746,"LINESTRING(-58.398121 -34.64159,-58.3980746 -34.641628)","https://maps.googleapis.com/maps/api/geocode/json?address=LUNA 424, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=LUNA 424, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.405875 -34.634845, -58.4059878 -34.6349557)"
202,INTERCONNECT,Nac.,SOFTWARE,En Operación,"Av. Caseros 3563, piso 8 of. 16",AV. CASEROS 3563,-34.638755,-58.415421,[],,,,,,,,,-34.638755,-58.415421,-34.6387744,-58.415381,"LINESTRING(-58.415421 -34.638755,-58.415381 -34.6387744)","https://maps.googleapis.com/maps/api/geocode/json?address=AV. CASEROS 3563, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=AV. CASEROS 3563, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.398121 -34.64159, -58.3980746 -34.641628)"
203,PMO TECNOLOGY ,Nac.,SOFTWARE,En Operación,"Esteban de Luca 2223, piso 3 of. ""J""",ESTEBAN DE LUCA 2223,-34.635719,-58.402374,[],,,,,,,,,-34.635719,-58.402374,-34.6355649,-58.4024218,"LINESTRING(-58.402374 -34.635719,-58.4024217999999 -34.6355649)","https://maps.googleapis.com/maps/api/geocode/json?address=ESTEBAN DE LUCA 2223, CABA, ARGENTINA","http://nominatim.openstreetmap.org/search?q=ESTEBAN DE LUCA 2223, CABA, Argentina&format=json",#NAME?,#NAME?,#NAME?,I Lanusse,"LINESTRING (-58.415421 -34.638755, -58.415381 -34.6387744)"
